var,country,country_name,code,region,city,airport,latitude,longitude
IataXYR,pg,Papua New Guinea,xyr,Western,Yellow River Mission,Edwaki Airport,-3.88399,141.792
IataYEQ,pg,Papua New Guinea,yeq,Western Highlands,,Yankisa Airport,-5.10972,143.918
IataYVD,pg,Papua New Guinea,yvd,Morobe,Yeva,Yeva Airport,-7.548,146.188
IataZEN,pg,Papua New Guinea,zen,Morobe,Zenag,Zenag Airport,-6.95222,146.616
IataAAV,ph,Philippines,aav,Negros Occidental,Surallah,Allah Valley Airport,6.36682,124.751
IataBAG,ph,Philippines,bag,Benguet,Baguio,Loakan Airport,16.3751,120.62
IataBCD,ph,Philippines,bcd,Negros Occidental,Bacolod City,Bacolod-Silay International Airport,10.7764,123.015
IataBNQ,ph,Philippines,bnq,Surigao del Sur,,Baganga Airport,7.61194,126.569
IataBPA,ph,Philippines,bpa,Eastern Samar,Borongan,,40.7494,-73.4960
IataBPH,ph,Philippines,bph,Surigao del Sur,Bislig,Bislig Airport,8.19595,126.322
IataBQA,ph,Philippines,bqa,Aurora,Baler,Dr. Juan C. Angara Airport,15.7293,121.5
IataBSI,ph,Philippines,bsi,Quezon,Balesin Island,Balesin Airport,14.4194,122.039
IataBSO,ph,Philippines,bso,Batanes,Basco,Basco Airport,20.4513,121.98
IataBXU,ph,Philippines,bxu,Agusan del Norte,Butuan,Bancasi Airport,8.9515,125.479
IataCBO,ph,Philippines,cbo,Maguindanao,Cotabato City,Awang Airport,7.16524,124.21
IataCDY,ph,Philippines,cdy,Tawi-Tawi,Mapun,Cagayan de Sulu Airport,7.014,118.496
IataCEB,ph,Philippines,ceb,Cebu,Tacloban,Mactan-Cebu International Airport,10.3075,123.979
IataCGG,ph,Philippines,cgg,Aurora,Casiguran,Casiguran Airport,16.1941,122.065
IataCGM,ph,Philippines,cgm,Camiguin,Mambajao,Camiguin Airport,9.25352,124.707
IataCGY,ph,Philippines,cgy,Misamis Oriental,Cagayan de Oro,Laguindingan Airport,8.6122,124.456
IataCRK,ph,Philippines,crk,Pampanga,Manila,Clark International Airport,15.186,120.56
IataCRM,ph,Philippines,crm,Northern Samar,Northern Samar,Catarman National Airport,12.5024,124.636
IataCUJ,ph,Philippines,cuj,Palawan,Culion,Culion Airport,11.8553,119.938
IataCYP,ph,Philippines,cyp,Samar,Calbayog,Calbayog Airport,12.0727,124.545
IataCYU,ph,Philippines,cyu,Palawan,Cuyo,Cuyo Airport,10.8581,121.069
IataCYZ,ph,Philippines,cyz,Isabela,Cauayan,Cauayan Airport,16.9299,121.753
IataDGT,ph,Philippines,dgt,Negros Occidental,Dumaguete City,Sibulan Airport (Dumaguete Airport),9.33371,123.3
IataDPL,ph,Philippines,dpl,Zamboanga del Norte,Dipolog,Dipolog Airport,8.60198,123.342
IataDRP,ph,Philippines,drp,Albay,Legazpi,,13.1697,123.7204
IataDSG,ph,Philippines,dsg,Eastern Samar,Dilasag,Dilasag Airport,16.4458,122.207
IataDTE,ph,Philippines,dte,Camarines Norte,Daet,Bagasbas Airport,14.1292,122.98
IataDVO,ph,Philippines,dvo,Davao del Sur,Davao City,Francisco Bangoy International Airport,7.12552,125.646
IataENI,ph,Philippines,eni,Palawan,El Nido,El Nido Airport,11.2024,119.416
IataEUQ,ph,Philippines,euq,Antique,San Jose de Buenavista,Evelio Javier Airport (Antique Airport),10.766,121.933
IataGES,ph,Philippines,ges,South Cotabato,General Santos,General Santos International Airport (Tambler Airport),6.058,125.096
IataIAO,ph,Philippines,iao,Surigao del Norte,Siargao,Sayak Airport (Siargao Airport),9.8591,126.014
IataICO,ph,Philippines,ico,Iloilo,Carles,Sicogon Airport,11.4595,123.251
IataIGN,ph,Philippines,ign,Lanao del Norte,Iligan,Maria Cristina Airport (Iligan Airport),8.13049,124.215
IataILO,ph,Philippines,ilo,Iloilo,Iloilo City,Iloilo International Airport,10.833,122.493
IataIPE,ph,Philippines,ipe,Zamboanga Sibugay,Ipil,Ipil Airport,7.78556,122.602
IataJOL,ph,Philippines,jol,Sulu,Jolo,Jolo Airport,6.05367,121.011
IataKLO,ph,Philippines,klo,Aklan,Kalibo,Kalibo International Airport,11.6794,122.376
IataLAO,ph,Philippines,lao,Ilocos Norte,Laoag,Laoag International Airport,18.1781,120.532
IataLBX,ph,Philippines,lbx,Mindoro Occidental,Lubang Island,Lubang Airport,13.8554,120.105
IataLGP,ph,Philippines,lgp,Albay,Legazpi,Legazpi International Airport,13.1575,123.735
IataLLC,ph,Philippines,llc,Cagayan,Cagayan,Cagayan North International Airport (Lal-lo Airport),18.1811,121.745
IataLWA,ph,Philippines,lwa,Sultan Kudarat,Lebak,Lebak Airport,6.6739,124.058
IataMBO,ph,Philippines,mbo,Mindoro Occidental,Mamburao,Mamburao Airport,13.2081,120.605
IataMBT,ph,Philippines,mbt,Masbate,Masbate,Moises R. Espinosa Airport (Masbate Airport),12.3697,123.63
IataMLP,ph,Philippines,mlp,Maguindanao,Malabang,Malabang Airport,7.61722,124.059
IataMNL,ph,Philippines,mnl,National Capital Region,Metro Manila,Ninoy Aquino International Airport / Villamor Air Base,14.5086,121.02
IataMPH,ph,Philippines,mph,Aklan,Boracay,Godofredo P. Ramos Airport (Caticlan Airport),11.9245,121.954
IataMRQ,ph,Philippines,mrq,Marinduque,Gasan,Marinduque Airport,13.361,121.826
IataMXI,ph,Philippines,mxi,Compostela Valley,Mati,Mati Airport (Imelda R. Marcos Airport),6.94909,126.274
IataOMC,ph,Philippines,omc,Leyte,Ormoc,Ormoc Airport,11.058,124.565
IataOZC,ph,Philippines,ozc,Misamis Oriental,Ozamiz,Labo Airport,8.17851,123.842
IataPAG,ph,Philippines,pag,Zamboanga del Sur,Pagadian,Pagadian Airport,7.83073,123.461
IataPPS,ph,Philippines,pps,Palawan,Puerto Princesa,Puerto Princesa International Airport,9.74212,118.759
IataRXS,ph,Philippines,rxs,Capiz,Roxas City,Roxas Airport,11.5977,122.752
IataRZP,ph,Philippines,rzp,Palawan,Taytay,Cesar Lim Rodriguez Airport,10.8187,119.508
IataSFE,ph,Philippines,sfe,La Union,San Fernando,San Fernando Airport,16.5956,120.303
IataSFS,ph,Philippines,sfs,Bataan,Subic Special Economic and Freeport Zone,Subic Bay International Airport,14.7944,120.271
IataSGL,ph,Philippines,sgl,Cavite,Cavite,Danilo Atienza Air Base,14.4954,120.904
IataSJI,ph,Philippines,sji,Mindoro Occidental,San Jose,San Jose Airport,12.3615,121.047
IataSSV,ph,Philippines,ssv,Sulu,,Siasi Airport,5.558,120.833
IataSUG,ph,Philippines,sug,Surigao del Norte,Surigao City,Surigao Airport,9.75584,125.481
IataSWL,ph,Philippines,swl,Palawan,San Vicente,San Vicente Airport,10.525,119.274
IataTAC,ph,Philippines,tac,Leyte,Tacloban,Daniel Z. Romualdez Airport,11.228,125.028
IataTAG,ph,Philippines,tag,Bohol,Tagbilaran,Tagbilaran Airport,9.66544,123.854
IataTBH,ph,Philippines,tbh,Romblon,Alcantara,Tugdan Airport,12.311,122.085
IataTDG,ph,Philippines,tdg,Surigao del Sur,Tandag,Tandag Airport,9.07211,126.171
IataTGB,ph,Philippines,tgb,Samar,Rizal,Tagbita Airport,12.0721,124.546
IataTUG,ph,Philippines,tug,Cagayan,Tuguegarao City,Tuguegarao Airport,17.6434,121.733
IataTWT,ph,Philippines,twt,Tawi-Tawi,Bongao,Sanga-Sanga Airport,5.04699,119.743
IataUSU,ph,Philippines,usu,Palawan,Coron,Francisco B. Reyes Airport,12.1215,120.1
IataVRC,ph,Philippines,vrc,Catanduanes,Virac,Virac Airport,13.5764,124.206
IataWNP,ph,Philippines,wnp,Camarines Sur,Naga,Naga Airport,13.5849,123.27
IataXCN,ph,Philippines,xcn,Palawan,,Coron Airport,12.1211,120.099
IataXMA,ph,Philippines,xma,Bukidnon,Maramag,Maramag Airport,7.7538,125.033
IataXSO,ph,Philippines,xso,Zamboanga del Norte,Siocon,Siocon Airport,7.71048,122.161
IataZAM,ph,Philippines,zam,Zamboanga del Sur,Zamboanga,Zamboanga International Airport,6.92242,122.06
IataATG,pk,Pakistan,atg,Punjab,Kamra,PAF Base Minhas,33.8691,72.4009
IataBDN,pk,Pakistan,bdn,Sindh,Badin,Talhar Airport,24.8415,68.8384
IataBHV,pk,Pakistan,bhv,Punjab,Bahawalpur,Bahawalpur Airport,29.3481,71.718
IataBHW,pk,Pakistan,bhw,Punjab,Bhagatanwala,Bhagatanwala Airport,32.0561,72.9484
IataBNP,pk,Pakistan,bnp,Khyber Pakhtunkhwa,Bannu,Bannu Airport,32.9729,70.5279
IataCHB,pk,Pakistan,chb,Gilgit-Baltistan,Chilas,Chilas Airport,35.4267,74.0817
IataCJL,pk,Pakistan,cjl,Khyber Pakhtunkhwa,Chitral,Chitral Airport,35.8866,71.8006
IataDBA,pk,Pakistan,dba,Balochistan,Dalbandin,Dalbandin Airport,28.8783,64.3998
IataDDU,pk,Pakistan,ddu,Sindh,Karachi,Dadu Airport,26.7408,67.6666
IataDEA,pk,Pakistan,dea,Punjab,Dera Ghazi Khan,Dera Ghazi Khan International Airport,29.961,70.4859
IataDSK,pk,Pakistan,dsk,Khyber Pakhtunkhwa,Dera Ismail Khan,Dera Ismail Khan Airport,31.9094,70.8966
IataGIL,pk,Pakistan,gil,Gilgit-Baltistan,Gilgit,Gilgit Airport,35.9188,74.3336
IataGRT,pk,Pakistan,grt,Punjab,Gujrat,Gujrat Airport,32.6031,74.0771
IataGWD,pk,Pakistan,gwd,Balochistan,Gwadar,Gwadar International Airport,25.2333,62.3295
IataHDD,pk,Pakistan,hdd,Sindh,Hyderabad,Hyderabad Airport,25.3181,68.3661
IataISB,pk,Pakistan,isb,Islamabad,Islamabad,Islamabad International Airport,33.5607,72.8516
IataJAG,pk,Pakistan,jag,Sindh,Jacobabad,PAF Base Shahbaz,28.2842,68.4497
IataJIW,pk,Pakistan,jiw,Balochistan,,Jiwani Airport,25.0678,61.8054
IataKCF,pk,Pakistan,kcf,Sindh,Kandanwari,Kadanwari Airport,27.1667,69.3167
IataKDD,pk,Pakistan,kdd,Balochistan,Khuzdar,Khuzdar Airport,27.7906,66.6473
IataKDU,pk,Pakistan,kdu,Gilgit-Baltistan,Skardu,Skardu Airport,35.3355,75.536
IataKHI,pk,Pakistan,khi,Sindh,Karachi,Jinnah International Airport,24.9065,67.1608
IataLHE,pk,Pakistan,lhe,Punjab,Lahore,Allama Iqbal International Airport,31.5216,74.4036
IataLRG,pk,Pakistan,lrg,Balochistan,Lincoln,Loralai Airport,30.3555,68.6135
IataLYP,pk,Pakistan,lyp,Punjab,Faisalabad,Faisalabad International Airport,31.365,72.9948
IataMFG,pk,Pakistan,mfg,Azad Jammu and Kashmir,Muzaffarabad,Muzaffarabad Airport,34.339,73.5086
IataMJD,pk,Pakistan,mjd,Sindh,Moenjodaro,Moenjodaro Airport,27.3352,68.1431
IataMPD,pk,Pakistan,mpd,Sindh,Sindhri,Sindhri Airport,25.6828,69.0728
IataMUX,pk,Pakistan,mux,Punjab,Multan,Multan International Airport,30.2032,71.4191
IataMWD,pk,Pakistan,mwd,Punjab,Mianwali,PAF Base M.M. Alam,32.5631,71.5707
IataNHS,pk,Pakistan,nhs,Balochistan,,Nushki Airport,29.539,66.0233
IataOHT,pk,Pakistan,oht,Khyber Pakhtunkhwa,Kohat,PAF Base Kohat,33.57,71.44
IataORW,pk,Pakistan,orw,Balochistan,Ormara Raik,Ormara Airport,25.2747,64.586
IataPAJ,pk,Pakistan,paj,Khyber Pakhtunkhwa,Parachinar,Parachinar Airport,33.9021,70.0716
IataPEW,pk,Pakistan,pew,Khyber Pakhtunkhwa,Peshawar,Bacha Khan International Airport,33.9939,71.5146
IataPJG,pk,Pakistan,pjg,Balochistan,Government College of Elementary Education Panjgur,Panjgur Airport,26.9545,64.1325
IataPSI,pk,Pakistan,psi,Balochistan,Pasni Tehsil,Pasni Airport,25.2905,63.3451
IataPZH,pk,Pakistan,pzh,Balochistan,Zhob Valley Railway,Zhob Airport,31.3584,69.4636
IataRAZ,pk,Pakistan,raz,Azad Jammu and Kashmir,Rawalakot,Rawalakot Airport,33.8497,73.7981
IataREQ,pk,Pakistan,req,Balochistan,Chagai,Reko Diq Airport,29.0469,62.1968
IataRYK,pk,Pakistan,ryk,Punjab,Rahim Yar Khan,Shaikh Zayed International Airport,28.3839,70.2796
IataRZS,pk,Pakistan,rzs,Sindh,Sawan Gas Field,Sawan Airport,26.9662,68.8781
IataSBQ,pk,Pakistan,sbq,Balochistan,Sibi,Sibi Airport,29.5712,67.8479
IataSDT,pk,Pakistan,sdt,Khyber Pakhtunkhwa,Saidu Sharif,Saidu Sharif Airport,34.8136,72.3528
IataSGI,pk,Pakistan,sgi,Punjab,Sargodha,PAF Base Mushaf,32.0486,72.665
IataSKT,pk,Pakistan,skt,Punjab,Sialkot,Sialkot International Airport,32.5356,74.3639
IataSKZ,pk,Pakistan,skz,Sindh,Sukkur,Sukkur Airport,27.722,68.7917
IataSUL,pk,Pakistan,sul,Balochistan,Sui,Sui Airport,28.6451,69.1769
IataSYW,pk,Pakistan,syw,Sindh,Sehwan Sharif,Sehwan Sharif Airport,26.4731,67.7172
IataTFT,pk,Pakistan,tft,Balochistan,Taftan,Taftan Airport,28.9642,61.5954
IataTLB,pk,Pakistan,tlb,Khyber Pakhtunkhwa,Tarbela,Tarbela Dam Airport,33.9861,72.6114
IataTUK,pk,Pakistan,tuk,Balochistan,Turbat,Turbat International Airport,25.9864,63.0302
IataUET,pk,Pakistan,uet,Balochistan,Quetta,Quetta International Airport,30.2514,66.9378
IataWAF,pk,Pakistan,waf,Khyber Pakhtunkhwa,Waana,Wana Airport,32.3047,69.5704
IataWNS,pk,Pakistan,wns,Sindh,Nawabashah,Nawabshah Airport,26.2194,68.3901
IataXJM,pk,Pakistan,xjm,Azad Jammu and Kashmir,Mangla,Mangla Airport,33.0501,73.6384
IataZIZ,pk,Pakistan,ziz,Sindh,Zamzama Gas Field,Zamzama Airport,26.7109,67.6673
IataBXP,pl,Poland,bxp,Lubelskie,Biała Podlaska,Biala Podlaska Airport,52.0008,23.1325
IataBZG,pl,Poland,bzg,Kujawsko-pomorskie,Bydgoszcz,Bydgoszcz Ignacy Jan Paderewski Airport,53.0968,17.9777
IataCZW,pl,Poland,czw,Slaskie,,Czestochowa-Rudniki Airport,50.885,19.2047
IataGDN,pl,Poland,gdn,Pomorskie,Gdańsk,Gdansk Lech Walesa Airport,54.3776,18.4662
IataIEG,pl,Poland,ieg,Lubuskie,Zielona Góra,Zielona Gora Airport,52.1385,15.7986
IataKRK,pl,Poland,krk,Malopolskie,Kraków,John Paul II International Airport Krakow-Balice,50.0777,19.7848
IataKTW,pl,Poland,ktw,Slaskie,Katowice,Katowice International Airport,50.4743,19.08
IataLCJ,pl,Poland,lcj,Lodzkie,Łódź,Lodz Wladyslaw Reymont Airport,51.7219,19.3981
IataLUZ,pl,Poland,luz,Lubelskie,Lublin,Lublin Airport,51.2403,22.7136
IataOSP,pl,Poland,osp,Pomeranian Voivodeship,Słupsk,,54.4789,17.1075
IataOSZ,pl,Poland,osz,Zachodniopomorskie,Koszalin,Koszalin-Zegrze Pomorskie Airport,54.0425,16.2656
IataPOZ,pl,Poland,poz,Wielkopolskie,Poznań,Poznań–Ławica Henryk Wieniawski Airport,52.421,16.8263
IataQYD,pl,Poland,qyd,Pomeranian Voivodeship,Gdynia,,54.5797,18.5172
IataRDO,pl,Poland,rdo,Mazowieckie,Radom,Radom Airport,51.3892,21.2133
IataRZE,pl,Poland,rze,Podlaskie,Rzeszów,Rzeszow-Jasionka Airport,50.11,22.019
IataSZY,pl,Poland,szy,Warminsko-mazurskie,Szczytno,Olsztyn-Mazury Regional Airport,53.4819,20.9377
IataSZZ,pl,Poland,szz,Zachodniopomorskie,Szczecin,Solidarity Szczecin-Goleniow Airport,53.5847,14.9022
IataWAW,pl,Poland,waw,Mazowieckie,Warsaw,Warsaw Chopin Airport,52.1657,20.9671
IataWMI,pl,Poland,wmi,Mazowieckie,Nowy Dwór Mazowiecki,Warsaw Modlin Airport,52.4511,20.6518
IataWRO,pl,Poland,wro,Dolnoslaskie,Wrocław,Copernicus Airport Wroclaw,51.1027,16.8858
IataFSP,pm,Saint Pierre and Miquelon,fsp,Saint Pierre and Miquelon,Saint-Pierre,Saint-Pierre Airport,46.7629,-56.1731
IataMQC,pm,Saint Pierre and Miquelon,mqc,Saint Pierre and Miquelon,Miquelon-Langlade,Miquelon Airport,47.0955,-56.3803
IataPSE,pr,Puerto Rico,pse,Ponce,Ponce,Mercedita Airport,18.0083,-66.563
IataSIG,pr,Puerto Rico,sig,San Juan,San Juan,Fernando Luis Ribas Dominicci Airport,18.4568,-66.0981
IataSJU,pr,Puerto Rico,sju,Carolina,San Juan,Luis Munoz Marin International Airport,18.4394,-66.0018
IataGZA,ps,Palestinian Territory,gza,Gaza,Gaza Strip,Yasser Arafat International Airport,31.2464,34.2761
IataBGC,pt,Portugal,bgc,Braganca,Bragança,Braganca Airport,41.8578,-6.70713
IataBGZ,pt,Portugal,bgz,Braga,Braga,Braga Airport,41.5871,-8.44514
IataBYJ,pt,Portugal,byj,Beja,Beja,Beja Airport,38.0789,-7.9324
IataCAT,pt,Portugal,cat,Lisboa,Cascais,Cascais Municipal Aerodrome,38.725,-9.35523
IataCBP,pt,Portugal,cbp,Coimbra,Coimbra,Coimbra Airport,40.1576,-8.46984
IataCHV,pt,Portugal,chv,Vila Real,Chaves,Chaves Airport,41.7224,-7.46306
IataCVU,pt,Portugal,cvu,Regiao Autonoma dos Acores,Vila do Corvo,Corvo Airport,39.6715,-31.1136
IataFAO,pt,Portugal,fao,Faro,Faro,Faro Airport,37.0144,-7.96591
IataFLW,pt,Portugal,flw,Regiao Autonoma dos Acores,Santa Cruz das Flores,Flores Airport,39.4553,-31.1314
IataFNC,pt,Portugal,fnc,Regiao Autonoma da Madeira,Funchal,Madeira Airport,32.6979,-16.7745
IataGRW,pt,Portugal,grw,Regiao Autonoma dos Acores,Santa Cruz da Graciosa,Graciosa Airport,39.0922,-28.0298
IataHOR,pt,Portugal,hor,Regiao Autonoma dos Acores,Horta,Horta Airport,38.5199,-28.7159
IataLIS,pt,Portugal,lis,Lisboa,Lisbon,Lisbon Portela Airport,38.7813,-9.13592
IataOPO,pt,Portugal,opo,Porto,Porto,Francisco Sá Carneiro Airport,41.2356,-8.67806
IataPDL,pt,Portugal,pdl,Regiao Autonoma dos Acores,Ponta Delgada,Joao Paulo II Airport,37.7412,-25.6979
IataPIX,pt,Portugal,pix,Regiao Autonoma dos Acores,Lajes do Pico,Pico Airport,38.5543,-28.4413
IataPRM,pt,Portugal,prm,Faro,Portimão,Portimao Airport,37.1493,-8.58396
IataPXO,pt,Portugal,pxo,Regiao Autonoma da Madeira,Porto Santo,Porto Santo Airport,33.0734,-16.35
IataSIE,pt,Portugal,sie,Lisboa,,Sines Airport,37.9417,-8.8173
IataSJZ,pt,Portugal,sjz,Regiao Autonoma dos Acores,Velas,Sao Jorge Airport,38.6655,-28.1758
IataSMA,pt,Portugal,sma,Regiao Autonoma dos Acores,Vila do Porto,Santa Maria Airport,36.9714,-25.1706
IataTER,pt,Portugal,ter,Regiao Autonoma dos Acores,Terceira Island,Lajes Field,38.7618,-27.0908
IataVRL,pt,Portugal,vrl,Vila Real,Vila Real,Vila Real Airport,41.2743,-7.72047
IataVSE,pt,Portugal,vse,Viseu,Viseu,Viseu Airport,40.7255,-7.88899
IataROR,pw,Palau,ror,Airai,Airai,Roman Tmetuchl International Airport,7.36731,134.544
IataAGT,py,Paraguay,agt,Alto Parana,Gran Ciudad del Este,Guarani  International Airport,-25.4545,-54.8427
IataASU,py,Paraguay,asu,Central,Paraguay,Silvio Pettirossi International Airport,-25.24,-57.52
IataAYO,py,Paraguay,ayo,Misiones,Misiones Department,Juan de Ayolas Airport,-27.3706,-56.8541
IataBFA,py,Paraguay,bfa,Concepcion,Bahía Negra,Bahia Negra Airport,-20.2246,-58.1792
IataCIO,py,Paraguay,cio,Concepcion,Concepción,Teniente Coronel Carmelo Peralta Airport,-23.4424,-57.4273
IataENO,py,Paraguay,eno,Itapua,Itapúa Department,Teniente Amin Ayub Gonzalez Airport,-27.2274,-55.8375
IataESG,py,Paraguay,esg,Boqueron,Boquerón Department,Dr. Luis Maria Argana International Airport,-22.05,-60.62
IataFLM,py,Paraguay,flm,Boqueron,Filadelfia,Filadelfia Airport,-22.3605,-60.0536
IataOLK,py,Paraguay,olk,Alto Paraguay,Fuerte Olimpo,Fuerte Olimpo Airport,-21.0452,-57.8825
IataPBT,py,Paraguay,pbt,Concepcion,Puerto Leda,Puerto Leda Airport,-20.9046,-57.9271
IataPCJ,py,Paraguay,pcj,Alto Paraguay,Puerto La Victoria,Puerto La Victoria Airport,-22.295,-57.8663
IataPIL,py,Paraguay,pil,Neembucu,Ñeembucú Department,Carlos Miguel Jimenez Airport,-26.8812,-58.318
IataPJC,py,Paraguay,pjc,Amambay,Pedro Juan Caballero,Dr. Augusto Roberto Fuster International Airport,-22.64,-55.83
IataVMI,py,Paraguay,vmi,Concepcion,Puerto Vallemi,Dr. Juan Plate Airport,-22.1591,-57.9426
IataDIA,qa,Qatar,dia,Ad Dawhah,Doha,Doha International Airport,25.2611,51.5651
IataDOH,qa,Qatar,doh,Ad Dawhah,Doha,Hamad International Airport,25.2731,51.6081
IataXJD,qa,Qatar,xjd,Ar Rayyan,Ar Rayyan,Al Udeid Air Base,25.1173,51.315
IataRUN,re,Réunion,run,Reunion,Saint-Denis,Roland Garros Airport,-20.8871,55.5103
IataZSE,re,Réunion,zse,Reunion,Saint-Pierre,Pierrefonds Airport,-21.3209,55.425
IataARW,ro,Romania,arw,Arad,Arad,Arad International Airport,46.1766,21.262
IataBAY,ro,Romania,bay,Maramures,Baia Mare,Baia Mare Airport,47.6606,23.4673
IataBBU,ro,Romania,bbu,Ilfov,Bucharest,,44.4746,26.0800
IataBCM,ro,Romania,bcm,Bacau,Bacău,Bacau International Airport,46.5219,26.9103
IataCLJ,ro,Romania,clj,Cluj,Cluj-Napoca,Cluj-Napoca International Airport,46.7852,23.6862
IataCND,ro,Romania,cnd,Constanta,Constanța,Mihail Kogalniceanu International Airport,44.3622,28.4883
IataCRA,ro,Romania,cra,Dolj,Craiova,Craiova International Airport,44.3181,23.8886
IataCSB,ro,Romania,csb,Caras-Severin,Caransebeş,Caransebes Airport,45.42,22.2533
IataGHV,ro,Romania,ghv,Brașov,Brașov,,45.6230,25.5539
IataIAS,ro,Romania,ias,Iasi,Iași,Iasi International Airport,47.1785,27.6206
IataOMR,ro,Romania,omr,Bihor,Oradea,Oradea International Airport,47.0253,21.9025
IataOTP,ro,Romania,otp,Ilfov,Bucharest,Bucharest Henri Coandă International Airport,44.5711,26.085
IataSBZ,ro,Romania,sbz,Sibiu,Sibiu,Sibiu International Airport,45.7856,24.0913
IataSCV,ro,Romania,scv,Suceava,Suceava,Suceava International Airport (Stefan cel Mare Int'l),47.6875,26.3541
IataSUJ,ro,Romania,suj,Satu Mare,Satu Mare,Satu Mare International Airport,47.7033,22.8857
IataTCE,ro,Romania,tce,Tulcea,Tulcea,Tulcea Danube Delta Airport,45.0625,28.7143
IataTGM,ro,Romania,tgm,Mures,Târgu Mureș,Targu Mures International Airport,46.4677,24.4125
IataTSR,ro,Romania,tsr,Timis,Timişoara,Timisoara Traian Vuia International Airport,45.8099,21.3379
IataBEG,rs,Serbia,beg,Beograd,Belgrade,Belgrade Nikola Tesla Airport,44.8184,20.3091
IataBJY,rs,Serbia,bjy,Beograd,Zemun,Batajnica Air Base,44.9353,20.2575
IataINI,rs,Serbia,ini,Nisavski okrug,Niš,Nis Constantine the Great Airport,43.3373,21.8537
IataKVO,rs,Serbia,kvo,Central Serbia,Kraljevo,,43.7747,20.6523
IataPRN,rs,Serbia,prn,Kosovo,Pristina,,0,0
IataQBG,rs,Serbia,qbg,Vojvodina,Pančevo,,44.9000,20.6410
IataQND,rs,Serbia,qnd,Vojvodina,Novi Sad,,0,0
IataQWV,rs,Serbia,qwv,Central Serbia,Valjevo,,0,0
IataSDO,rs,Serbia,sdo,Central Serbia,Smederevo,,44.6439,20.9623
IataSPL,rs,Serbia,spl,Central Serbia,Smederevska Palanka,,25.5060,-100.0830
IataUZC,rs,Serbia,uzc,Zlatiborski okrug,Stapari,Uzice-Ponikve Airport,43.898,19.6972
IataAAQ,ru,Russia,aaq,Krasnodarskiy kray,Anapa,Anapa Airport,45.0021,37.3473
IataABA,ru,Russia,aba,"Khakasiya, Respublika",Abakan,Abakan International Airport,53.74,91.385
IataACS,ru,Russia,acs,Krasnoyarskiy kray,Achinsk,Achinsk Airport,56.2683,90.5708
IataADH,ru,Russia,adh,"Saha, Respublika",Aldan,Aldan Airport,58.6028,125.409
IataAEM,ru,Russia,aem,Primorskiy kray,Amgu,Amgu Airport,45.8413,137.674
IataAER,ru,Russia,aer,Krasnodarskiy kray,Sochi,Sochi International Airport,43.4499,39.9566
IataAMV,ru,Russia,amv,Nenetskiy avtonomnyy okrug,Amderma,Amderma Airport,69.7633,61.5564
IataARH,ru,Russia,arh,Arkhangel'skaya oblast',Arkhangelsk,Talagi Airport,64.6003,40.7167
IataASF,ru,Russia,asf,Astrakhanskaya oblast',Astrakhan,Narimanovo Airport,46.2833,48.0063
IataBAX,ru,Russia,bax,Altayskiy kray,Barnaul,Barnaul Airport,53.3638,83.5385
IataBCX,ru,Russia,bcx,"Bashkortostan, Respublika",Beloretsk,Beloretsk Airport,53.9381,58.34
IataBGN,ru,Russia,bgn,"Saha, Respublika",Belaja Gora,Belaya Gora Airport,68.5566,146.232
